"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 15 20:43:53 UTC 2023","Fri Dec 15 20:43:56 UTC 2023","3127","tests","test_api","TestScrapers","","","test_scrapers[duktechScraper]",""
"failed","Fri Dec 15 20:42:46 UTC 2023","Fri Dec 15 20:42:47 UTC 2023","1509","tests","test_api","TestScrapers","","","test_scrapers[softexcoScraper]",""
"failed","Fri Dec 15 20:43:18 UTC 2023","Fri Dec 15 20:43:21 UTC 2023","2859","tests","test_api","TestScrapers","","","test_scrapers[leierScraper]",""
"failed","Fri Dec 15 20:42:50 UTC 2023","Fri Dec 15 20:42:52 UTC 2023","1220","tests","test_api","TestScrapers","","","test_scrapers[rervestScraper]",""
"passed","Fri Dec 15 20:44:07 UTC 2023","Fri Dec 15 20:44:08 UTC 2023","1074","tests","test_api","TestScrapers","","","test_scrapers[CreatopyScraper]",""
"failed","Fri Dec 15 20:43:16 UTC 2023","Fri Dec 15 20:43:18 UTC 2023","1953","tests","test_api","TestScrapers","","","test_scrapers[metamobScraper]",""
"passed","Fri Dec 15 20:45:11 UTC 2023","Fri Dec 15 20:45:12 UTC 2023","1137","tests","test_api","TestScrapers","","","test_scrapers[bioclinicaScraper]",""
"passed","Fri Dec 15 20:45:03 UTC 2023","Fri Dec 15 20:45:04 UTC 2023","1345","tests","test_api","TestScrapers","","","test_scrapers[canopyScraper]",""
"passed","Fri Dec 15 20:44:32 UTC 2023","Fri Dec 15 20:44:35 UTC 2023","2672","tests","test_api","TestScrapers","","","test_scrapers[bakertillyScraper]",""
"failed","Fri Dec 15 20:43:35 UTC 2023","Fri Dec 15 20:43:43 UTC 2023","8086","tests","test_api","TestScrapers","","","test_scrapers[expomedicsScraper]",""
"passed","Fri Dec 15 20:44:05 UTC 2023","Fri Dec 15 20:44:07 UTC 2023","1893","tests","test_api","TestScrapers","","","test_scrapers[iuliuscompanyScraper]",""
"passed","Fri Dec 15 20:44:36 UTC 2023","Fri Dec 15 20:44:38 UTC 2023","2069","tests","test_api","TestScrapers","","","test_scrapers[autosienaScraper]",""
"failed","Fri Dec 15 20:43:08 UTC 2023","Fri Dec 15 20:43:09 UTC 2023","884","tests","test_api","TestScrapers","","","test_scrapers[panifcomScraper]",""
"passed","Fri Dec 15 20:43:56 UTC 2023","Fri Dec 15 20:44:02 UTC 2023","6659","tests","test_api","TestScrapers","","","test_scrapers[dualitScraper]",""
"failed","Fri Dec 15 20:42:13 UTC 2023","Fri Dec 15 20:42:19 UTC 2023","5866","tests","test_api","TestScrapers","","","test_scrapers[velpitarScraper]",""
"failed","Fri Dec 15 20:42:47 UTC 2023","Fri Dec 15 20:42:48 UTC 2023","1177","tests","test_api","TestScrapers","","","test_scrapers[signalidunaScraper]",""
"failed","Fri Dec 15 20:42:19 UTC 2023","Fri Dec 15 20:42:20 UTC 2023","695","tests","test_api","TestScrapers","","","test_scrapers[zeelandiaScraper]",""
"passed","Fri Dec 15 20:43:14 UTC 2023","Fri Dec 15 20:43:14 UTC 2023","373","tests","test_api","TestScrapers","","","test_scrapers[nielseniqScraper]",""
"passed","Fri Dec 15 20:42:52 UTC 2023","Fri Dec 15 20:42:53 UTC 2023","1399","tests","test_api","TestScrapers","","","test_scrapers[rdnautomaticScraper]",""
"passed","Fri Dec 15 20:43:32 UTC 2023","Fri Dec 15 20:43:33 UTC 2023","1074","tests","test_api","TestScrapers","","","test_scrapers[htecgroupScraper]",""
"passed","Fri Dec 15 20:44:31 UTC 2023","Fri Dec 15 20:44:32 UTC 2023","779","tests","test_api","TestScrapers","","","test_scrapers[baswareScraper]",""
"passed","Fri Dec 15 20:44:35 UTC 2023","Fri Dec 15 20:44:36 UTC 2023","1053","tests","test_api","TestScrapers","","","test_scrapers[avaelgoScraper]",""
"passed","Fri Dec 15 20:43:50 UTC 2023","Fri Dec 15 20:43:53 UTC 2023","2613","tests","test_api","TestScrapers","","","test_scrapers[edutrustScraper]",""
"passed","Fri Dec 15 20:44:52 UTC 2023","Fri Dec 15 20:44:53 UTC 2023","1553","tests","test_api","TestScrapers","","","test_scrapers[allengraScraper]",""
"failed","Fri Dec 15 20:44:25 UTC 2023","Fri Dec 15 20:44:26 UTC 2023","1721","tests","test_api","TestScrapers","","","test_scrapers[BitSoftwareScraper]",""
"failed","Fri Dec 15 20:45:09 UTC 2023","Fri Dec 15 20:45:11 UTC 2023","2537","tests","test_api","TestScrapers","","","test_scrapers[ipsoScraper]",""
"passed","Fri Dec 15 20:45:00 UTC 2023","Fri Dec 15 20:45:01 UTC 2023","1575","tests","test_api","TestScrapers","","","test_scrapers[sinapsScraper]",""
"passed","Fri Dec 15 20:44:28 UTC 2023","Fri Dec 15 20:44:30 UTC 2023","1806","tests","test_api","TestScrapers","","","test_scrapers[BeenearScraper]",""
"failed","Fri Dec 15 20:43:21 UTC 2023","Fri Dec 15 20:43:22 UTC 2023","1221","tests","test_api","TestScrapers","","","test_scrapers[kineticScraper]",""
"passed","Fri Dec 15 20:44:02 UTC 2023","Fri Dec 15 20:44:04 UTC 2023","2048","tests","test_api","TestScrapers","","","test_scrapers[CSGroupScraper]",""
"passed","Fri Dec 15 20:44:53 UTC 2023","Fri Dec 15 20:44:57 UTC 2023","4215","tests","test_api","TestScrapers","","","test_scrapers[ppromaniaScraper]",""
"passed","Fri Dec 15 20:44:13 UTC 2023","Fri Dec 15 20:44:14 UTC 2023","1105","tests","test_api","TestScrapers","","","test_scrapers[CGMScraper]",""
"failed","Fri Dec 15 20:42:07 UTC 2023","Fri Dec 15 20:42:09 UTC 2023","1638","tests","test_api","TestScrapers","","","test_scrapers[sandraScraper]",""
"passed","Fri Dec 15 20:42:20 UTC 2023","Fri Dec 15 20:42:21 UTC 2023","1411","tests","test_api","TestScrapers","","","test_scrapers[trencadisScraper]",""
"failed","Fri Dec 15 20:44:14 UTC 2023","Fri Dec 15 20:44:15 UTC 2023","730","tests","test_api","TestScrapers","","","test_scrapers[casaautoiasiScraper]",""
"failed","Fri Dec 15 20:43:25 UTC 2023","Fri Dec 15 20:43:30 UTC 2023","4359","tests","test_api","TestScrapers","","","test_scrapers[inovagroupScraper]",""
"passed","Fri Dec 15 20:42:56 UTC 2023","Fri Dec 15 20:43:07 UTC 2023","10741","tests","test_api","TestScrapers","","","test_scrapers[PagoScraper]",""
"failed","Fri Dec 15 20:45:14 UTC 2023","Fri Dec 15 20:45:16 UTC 2023","2425","tests","test_api","TestScrapers","","","test_scrapers[urbicaScraper]",""
"passed","Fri Dec 15 20:44:30 UTC 2023","Fri Dec 15 20:44:31 UTC 2023","1509","tests","test_api","TestScrapers","","","test_scrapers[bbcollectionScraper]",""
"passed","Fri Dec 15 20:45:08 UTC 2023","Fri Dec 15 20:45:09 UTC 2023","1083","tests","test_api","TestScrapers","","","test_scrapers[eurotechScraper]",""
"passed","Fri Dec 15 20:42:54 UTC 2023","Fri Dec 15 20:42:56 UTC 2023","1598","tests","test_api","TestScrapers","","","test_scrapers[polipolmobilaScraper]",""
"passed","Fri Dec 15 20:42:43 UTC 2023","Fri Dec 15 20:42:44 UTC 2023","1106","tests","test_api","TestScrapers","","","test_scrapers[sonrisatechnologiesScraper]",""
"passed","Fri Dec 15 20:44:04 UTC 2023","Fri Dec 15 20:44:05 UTC 2023","857","tests","test_api","TestScrapers","","","test_scrapers[CScaleScraper]",""
"passed","Fri Dec 15 20:44:39 UTC 2023","Fri Dec 15 20:44:40 UTC 2023","1397","tests","test_api","TestScrapers","","","test_scrapers[autoclassScraper]",""
"failed","Fri Dec 15 20:44:57 UTC 2023","Fri Dec 15 20:44:59 UTC 2023","1401","tests","test_api","TestScrapers","","","test_scrapers[expresscreditScraper]",""
"passed","Fri Dec 15 20:42:44 UTC 2023","Fri Dec 15 20:42:46 UTC 2023","1304","tests","test_api","TestScrapers","","","test_scrapers[softingScraper]",""
"passed","Fri Dec 15 20:45:06 UTC 2023","Fri Dec 15 20:45:08 UTC 2023","1836","tests","test_api","TestScrapers","","","test_scrapers[verlaScraper]",""
"failed","Fri Dec 15 20:43:30 UTC 2023","Fri Dec 15 20:43:32 UTC 2023","2579","tests","test_api","TestScrapers","","","test_scrapers[iasideliveryScraper]",""
"failed","Fri Dec 15 20:45:12 UTC 2023","Fri Dec 15 20:45:14 UTC 2023","1416","tests","test_api","TestScrapers","","","test_scrapers[vetroScraper]",""
"failed","Fri Dec 15 20:45:04 UTC 2023","Fri Dec 15 20:45:06 UTC 2023","1399","tests","test_api","TestScrapers","","","test_scrapers[dentesseScraper]",""
"failed","Fri Dec 15 20:42:39 UTC 2023","Fri Dec 15 20:42:43 UTC 2023","3763","tests","test_api","TestScrapers","","","test_scrapers[speedservicesatumareScraper]",""
"passed","Fri Dec 15 20:42:38 UTC 2023","Fri Dec 15 20:42:39 UTC 2023","1357","tests","test_api","TestScrapers","","","test_scrapers[splendorScraper]",""
"passed","Fri Dec 15 20:43:44 UTC 2023","Fri Dec 15 20:43:45 UTC 2023","1011","tests","test_api","TestScrapers","","","test_scrapers[ensemblesoftwareScraper]",""
"passed","Fri Dec 15 20:43:43 UTC 2023","Fri Dec 15 20:43:44 UTC 2023","919","tests","test_api","TestScrapers","","","test_scrapers[etusoftScraper]",""
"failed","Fri Dec 15 20:42:02 UTC 2023","Fri Dec 15 20:42:07 UTC 2023","5145","tests","test_api","TestScrapers","","","test_scrapers[takeandeatScraper]",""
"passed","Fri Dec 15 20:45:16 UTC 2023","Fri Dec 15 20:45:18 UTC 2023","2320","tests","test_api","TestScrapers","","","test_scrapers[noodlepackScraper]",""
"failed","Fri Dec 15 20:44:17 UTC 2023","Fri Dec 15 20:44:18 UTC 2023","930","tests","test_api","TestScrapers","","","test_scrapers[CargusScraper]",""
"failed","Fri Dec 15 20:42:10 UTC 2023","Fri Dec 15 20:42:13 UTC 2023","2625","tests","test_api","TestScrapers","","","test_scrapers[urbioScraper]",""
"failed","Fri Dec 15 20:45:01 UTC 2023","Fri Dec 15 20:45:02 UTC 2023","905","tests","test_api","TestScrapers","","","test_scrapers[affidearomaniaScraper]",""
"failed","Fri Dec 15 20:44:40 UTC 2023","Fri Dec 15 20:44:46 UTC 2023","5440","tests","test_api","TestScrapers","","","test_scrapers[atpgroupScraper]",""
"failed","Fri Dec 15 20:44:46 UTC 2023","Fri Dec 15 20:44:48 UTC 2023","2137","tests","test_api","TestScrapers","","","test_scrapers[artvertisingScraper]",""
"failed","Fri Dec 15 20:43:47 UTC 2023","Fri Dec 15 20:43:48 UTC 2023","977","tests","test_api","TestScrapers","","","test_scrapers[ellisiumScraper]",""
"passed","Fri Dec 15 20:43:07 UTC 2023","Fri Dec 15 20:43:08 UTC 2023","1128","tests","test_api","TestScrapers","","","test_scrapers[oradeatechhubScraper]",""
"failed","Fri Dec 15 20:44:08 UTC 2023","Fri Dec 15 20:44:09 UTC 2023","816","tests","test_api","TestScrapers","","","test_scrapers[covalactScraper]",""
"passed","Fri Dec 15 20:44:48 UTC 2023","Fri Dec 15 20:44:52 UTC 2023","3577","tests","test_api","TestScrapers","","","test_scrapers[anahrScraper]",""
"passed","Fri Dec 15 20:42:21 UTC 2023","Fri Dec 15 20:42:23 UTC 2023","1999","tests","test_api","TestScrapers","","","test_scrapers[tcandcScraper]",""
"failed","Fri Dec 15 20:44:16 UTC 2023","Fri Dec 15 20:44:17 UTC 2023","1559","tests","test_api","TestScrapers","","","test_scrapers[carturestiScraper]",""
"failed","Fri Dec 15 20:44:59 UTC 2023","Fri Dec 15 20:45:00 UTC 2023","843","tests","test_api","TestScrapers","","","test_scrapers[arcadiamedicalScraper]",""
"passed","Fri Dec 15 20:43:09 UTC 2023","Fri Dec 15 20:43:10 UTC 2023","1103","tests","test_api","TestScrapers","","","test_scrapers[NolimitsScraper]",""
"failed","Fri Dec 15 20:42:00 UTC 2023","Fri Dec 15 20:42:02 UTC 2023","1703","tests","test_api","TestScrapers","","","test_scrapers[saladboxScraper]",""
"failed","Fri Dec 15 20:42:53 UTC 2023","Fri Dec 15 20:42:54 UTC 2023","1370","tests","test_api","TestScrapers","","","test_scrapers[ramadaiasiScraper]",""
"passed","Fri Dec 15 20:44:18 UTC 2023","Fri Dec 15 20:44:20 UTC 2023","1449","tests","test_api","TestScrapers","","","test_scrapers[cargotrackScraper]",""
"failed","Fri Dec 15 20:43:23 UTC 2023","Fri Dec 15 20:43:25 UTC 2023","2114","tests","test_api","TestScrapers","","","test_scrapers[InterbrandsOrbicoScraper]",""
"failed","Fri Dec 15 20:44:15 UTC 2023","Fri Dec 15 20:44:16 UTC 2023","510","tests","test_api","TestScrapers","","","test_scrapers[britishcouncilScraper]",""
"passed","Fri Dec 15 20:44:22 UTC 2023","Fri Dec 15 20:44:25 UTC 2023","2727","tests","test_api","TestScrapers","","","test_scrapers[calcromScraper]",""
"failed","Fri Dec 15 20:44:38 UTC 2023","Fri Dec 15 20:44:39 UTC 2023","1286","tests","test_api","TestScrapers","","","test_scrapers[autonetScraper]",""
"failed","Fri Dec 15 20:44:09 UTC 2023","Fri Dec 15 20:44:11 UTC 2023","1903","tests","test_api","TestScrapers","","","test_scrapers[consultmedScraper]",""
"failed","Fri Dec 15 20:43:33 UTC 2023","Fri Dec 15 20:43:35 UTC 2023","1336","tests","test_api","TestScrapers","","","test_scrapers[GazduireJocuriScraper]",""
"passed","Fri Dec 15 20:42:49 UTC 2023","Fri Dec 15 20:42:50 UTC 2023","1224","tests","test_api","TestScrapers","","","test_scrapers[secondtexScraper]",""
"failed","Fri Dec 15 20:43:48 UTC 2023","Fri Dec 15 20:43:50 UTC 2023","1658","tests","test_api","TestScrapers","","","test_scrapers[electraScraper]",""
