"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 17 13:03:20 GMT 2023","Sun Dec 17 13:03:21 GMT 2023","1172","tests","test_api","TestScrapers","","","test_scrapers[avaelgoScraper]",""
"passed","Sun Dec 17 13:03:44 GMT 2023","Sun Dec 17 13:03:46 GMT 2023","1463","tests","test_api","TestScrapers","","","test_scrapers[expresscreditScraper]",""
"passed","Sun Dec 17 13:00:37 GMT 2023","Sun Dec 17 13:00:38 GMT 2023","1087","tests","test_api","TestScrapers","","","test_scrapers[rdnautomaticScraper]",""
"passed","Sun Dec 17 13:00:32 GMT 2023","Sun Dec 17 13:00:33 GMT 2023","1354","tests","test_api","TestScrapers","","","test_scrapers[softexcoScraper]",""
"passed","Sun Dec 17 13:01:36 GMT 2023","Sun Dec 17 13:01:40 GMT 2023","3215","tests","test_api","TestScrapers","","","test_scrapers[duktechScraper]",""
"passed","Sun Dec 17 13:00:55 GMT 2023","Sun Dec 17 13:00:58 GMT 2023","3463","tests","test_api","TestScrapers","","","test_scrapers[nokiaScraper]",""
"passed","Sun Dec 17 13:03:40 GMT 2023","Sun Dec 17 13:03:44 GMT 2023","3955","tests","test_api","TestScrapers","","","test_scrapers[ppromaniaScraper]",""
"passed","Sun Dec 17 13:01:19 GMT 2023","Sun Dec 17 13:01:26 GMT 2023","7533","tests","test_api","TestScrapers","","","test_scrapers[expomedicsScraper]",""
"passed","Sun Dec 17 13:01:58 GMT 2023","Sun Dec 17 13:01:59 GMT 2023","1132","tests","test_api","TestScrapers","","","test_scrapers[conexdistScraper]",""
"passed","Sun Dec 17 13:01:32 GMT 2023","Sun Dec 17 13:01:34 GMT 2023","1772","tests","test_api","TestScrapers","","","test_scrapers[electraScraper]",""
"passed","Sun Dec 17 13:03:50 GMT 2023","Sun Dec 17 13:03:51 GMT 2023","1432","tests","test_api","TestScrapers","","","test_scrapers[canopyScraper]",""
"passed","Sun Dec 17 13:01:34 GMT 2023","Sun Dec 17 13:01:36 GMT 2023","2511","tests","test_api","TestScrapers","","","test_scrapers[edutrustScraper]",""
"passed","Sun Dec 17 13:03:48 GMT 2023","Sun Dec 17 13:03:49 GMT 2023","802","tests","test_api","TestScrapers","","","test_scrapers[affidearomaniaScraper]",""
"passed","Sun Dec 17 12:59:54 GMT 2023","Sun Dec 17 12:59:55 GMT 2023","1386","tests","test_api","TestScrapers","","","test_scrapers[zucchettiScraper]",""
"passed","Sun Dec 17 13:03:51 GMT 2023","Sun Dec 17 13:03:54 GMT 2023","2395","tests","test_api","TestScrapers","","","test_scrapers[dentesseScraper]",""
"passed","Sun Dec 17 13:03:59 GMT 2023","Sun Dec 17 13:04:00 GMT 2023","1051","tests","test_api","TestScrapers","","","test_scrapers[bioclinicaScraper]",""
"passed","Sun Dec 17 13:03:24 GMT 2023","Sun Dec 17 13:03:25 GMT 2023","1227","tests","test_api","TestScrapers","","","test_scrapers[autonetScraper]",""
"passed","Sun Dec 17 13:01:54 GMT 2023","Sun Dec 17 13:01:55 GMT 2023","951","tests","test_api","TestScrapers","","","test_scrapers[covalactScraper]",""
"passed","Sun Dec 17 13:03:55 GMT 2023","Sun Dec 17 13:03:56 GMT 2023","971","tests","test_api","TestScrapers","","","test_scrapers[eurotechScraper]",""
"passed","Sun Dec 17 13:02:10 GMT 2023","Sun Dec 17 13:02:12 GMT 2023","1350","tests","test_api","TestScrapers","","","test_scrapers[BitSoftwareScraper]",""
"passed","Sun Dec 17 13:00:07 GMT 2023","Sun Dec 17 13:00:09 GMT 2023","2271","tests","test_api","TestScrapers","","","test_scrapers[tcandcScraper]",""
"passed","Sun Dec 17 13:01:59 GMT 2023","Sun Dec 17 13:02:00 GMT 2023","965","tests","test_api","TestScrapers","","","test_scrapers[CGMScraper]",""
"passed","Sun Dec 17 13:02:15 GMT 2023","Sun Dec 17 13:03:18 GMT 2023","62624","tests","test_api","TestScrapers","","","test_scrapers[bbcollectionScraper]",""
"passed","Sun Dec 17 13:01:01 GMT 2023","Sun Dec 17 13:01:03 GMT 2023","2506","tests","test_api","TestScrapers","","","test_scrapers[metamobScraper]",""
"passed","Sun Dec 17 12:59:49 GMT 2023","Sun Dec 17 12:59:52 GMT 2023","2651","tests","test_api","TestScrapers","","","test_scrapers[takeandeatScraper]",""
"passed","Sun Dec 17 13:03:54 GMT 2023","Sun Dec 17 13:03:55 GMT 2023","1476","tests","test_api","TestScrapers","","","test_scrapers[verlaScraper]",""
"passed","Sun Dec 17 13:01:06 GMT 2023","Sun Dec 17 13:01:07 GMT 2023","1378","tests","test_api","TestScrapers","","","test_scrapers[kineticScraper]",""
"passed","Sun Dec 17 13:00:05 GMT 2023","Sun Dec 17 13:00:06 GMT 2023","827","tests","test_api","TestScrapers","","","test_scrapers[zeelandiaScraper]",""
"passed","Sun Dec 17 13:01:45 GMT 2023","Sun Dec 17 13:01:46 GMT 2023","747","tests","test_api","TestScrapers","","","test_scrapers[CScaleScraper]",""
"passed","Sun Dec 17 13:02:02 GMT 2023","Sun Dec 17 13:02:03 GMT 2023","1300","tests","test_api","TestScrapers","","","test_scrapers[carturestiScraper]",""
"passed","Sun Dec 17 13:00:33 GMT 2023","Sun Dec 17 13:00:34 GMT 2023","1356","tests","test_api","TestScrapers","","","test_scrapers[signalidunaScraper]",""
"passed","Sun Dec 17 13:00:34 GMT 2023","Sun Dec 17 13:00:35 GMT 2023","870","tests","test_api","TestScrapers","","","test_scrapers[sephoraScraper]",""
"passed","Sun Dec 17 13:00:38 GMT 2023","Sun Dec 17 13:00:41 GMT 2023","2701","tests","test_api","TestScrapers","","","test_scrapers[ramadaiasiScraper]",""
"broken","Sun Dec 17 13:02:03 GMT 2023","Sun Dec 17 13:02:04 GMT 2023","1078","tests","test_api","TestScrapers","","","test_scrapers[CargusScraper]",""
"passed","Sun Dec 17 13:00:06 GMT 2023","Sun Dec 17 13:00:07 GMT 2023","1475","tests","test_api","TestScrapers","","","test_scrapers[trencadisScraper]",""
"failed","Sun Dec 17 13:00:59 GMT 2023","Sun Dec 17 13:01:01 GMT 2023","1607","tests","test_api","TestScrapers","","","test_scrapers[NagarroScraper]",""
"passed","Sun Dec 17 13:02:08 GMT 2023","Sun Dec 17 13:02:10 GMT 2023","2681","tests","test_api","TestScrapers","","","test_scrapers[calcromScraper]",""
"passed","Sun Dec 17 13:00:41 GMT 2023","Sun Dec 17 13:00:43 GMT 2023","1478","tests","test_api","TestScrapers","","","test_scrapers[polipolmobilaScraper]",""
"passed","Sun Dec 17 13:01:07 GMT 2023","Sun Dec 17 13:01:08 GMT 2023","754","tests","test_api","TestScrapers","","","test_scrapers[kimballelectronicsScraper]",""
"passed","Sun Dec 17 13:03:46 GMT 2023","Sun Dec 17 13:03:47 GMT 2023","957","tests","test_api","TestScrapers","","","test_scrapers[arcadiamedicalScraper]",""
"passed","Sun Dec 17 13:03:49 GMT 2023","Sun Dec 17 13:03:50 GMT 2023","1160","tests","test_api","TestScrapers","","","test_scrapers[pimcopyScraper]",""
"passed","Sun Dec 17 13:03:33 GMT 2023","Sun Dec 17 13:03:39 GMT 2023","5813","tests","test_api","TestScrapers","","","test_scrapers[anahrScraper]",""
"passed","Sun Dec 17 13:02:04 GMT 2023","Sun Dec 17 13:02:05 GMT 2023","1387","tests","test_api","TestScrapers","","","test_scrapers[cargotrackScraper]",""
"passed","Sun Dec 17 13:03:26 GMT 2023","Sun Dec 17 13:03:31 GMT 2023","5359","tests","test_api","TestScrapers","","","test_scrapers[atpgroupScraper]",""
"passed","Sun Dec 17 13:02:12 GMT 2023","Sun Dec 17 13:02:13 GMT 2023","1723","tests","test_api","TestScrapers","","","test_scrapers[expertmindScraper]",""
"passed","Sun Dec 17 13:01:46 GMT 2023","Sun Dec 17 13:01:53 GMT 2023","7122","tests","test_api","TestScrapers","","","test_scrapers[iuliuscompanyScraper]",""
"passed","Sun Dec 17 13:02:13 GMT 2023","Sun Dec 17 13:02:15 GMT 2023","1820","tests","test_api","TestScrapers","","","test_scrapers[BeenearScraper]",""
"passed","Sun Dec 17 13:00:54 GMT 2023","Sun Dec 17 13:00:55 GMT 2023","948","tests","test_api","TestScrapers","","","test_scrapers[NolimitsScraper]",""
"passed","Sun Dec 17 13:01:40 GMT 2023","Sun Dec 17 13:01:43 GMT 2023","3114","tests","test_api","TestScrapers","","","test_scrapers[dualitScraper]",""
